name,abv,ibu,descript,brewery_id,category_id
Standing Stone Lager,0,0,"A dry, crisp refreshing filtered lager.  A good balance between sweet malt and light bitter hops.  This beer is made with a Southern German lager yeast, Saaz, and Hershbrucker hops.",1193,8
Standing Stone India Pale Ale,0,0,This unfiltered ale retains a medium maltiness and body and features a flowery hop perfume and pleasant bitterness.,1193,3
Standing Stone Double India Pale Ale,0,0,"An unfiltered ale with intense hop bitterness, flavor and aroma.  This ale is well balanced with higher alcohol, maltiness and hop character. (95 IBU.)",1193,3
Standing Stone Amber Ale,0,0,"A light copper-colored ale with moderate hoppiness which exhibits a spicy hint of fruit, notable maltiness and a medium body.",1193,3
Standing Stone Hefeweizen,0,0,This unfiltered wheat ale has very low bitterness.  A Bavarian hefeweizen yeast is used which imparts a banana and clove aroma.,1193,4
Standing Stone Saison,0,0,"A Belgian \seasonal\"" ale brewed during winter for the spring and summer months.  This is a crisp",1193,5
Standing Stone Nitro Stout,0,0,"With its dark-roasted coffee aroma, espresso and chocolate flavor, this stout has flaked oats which create a velvety body and a dry finish.",1193,3
Bhagwan's Best IPA,5,0,"Building on a classic English style and adding some uniquely Northwest touches, Bhagwan's Best has developed fiercely loyal following wherever it is served.  Bursting with local hop flavor, bitterness, and aroma, it is a particular treat when served dry-hopped and cask-conditioned on Big Time's beer engine. O.G. 16 Plato (1.064), alcohol is approximately 5% by weight.",123,3
Summer Blonde,4,0,"Great summer memories are born out of uncomplicated times. We've made that the basis for our summer blonde recipe and kept this ale pure and simple. Relax and enjoy this all natural, light, golden beauty; a seasonal offering from the River Horse Brewing Company.",1058,3
River Horse Lager,5,0,"We mill the choicest two row barley malt in our 100 year old mill room for this all natural, unfiltered Lager. Lightly hopped, fermented slowly. River Horse Lager gets plenty of quality time with us before we pass it on to you.",1058,8
Hop Hazard,5.5,0,"Brewing the perfect ale is truly a balancing act...hazardous work you might say. With Hop Hazard our challenge was to hand craft a malt rich base that could counterbalance a combustible five-hop blend and still leave your taste buds with enough room to enjoy a unique, crisp hop finish.",1058,3
Belgian Freeze Winter Ale,8,0,"As the days grow shorter and frost becomes snow, our Belgian Freeze winter ale is the perfect remedy to loosen the spirits. This deep amber tonic is brewed with lots of roasted caramel malt for body and warmth to bring in the holidays and see you through the spring.",1058,3
Tripel Horse,10,0,"Notice a unique aromatic nose with a hint of vanilla esters, which comes from the Belgian ale yeast. Tripel Horse has a big body and rich mouth feel and finishes mostly dry with only a touch of sweetness. If you shy from some of the sweeter Belgian ales, we think you will enjoy this one. The palate improves with age, so keep some on hand and you can ride Tripel Horse down a new path with each opened bottle.",1058,5
River Horse Special Ale,4.5,0,It's been with us from the start and hasn't changed since that first brew way back in 1996. Ample quantities of caramel malt give this English ale a soft copper hue and the colorful addition of carapils malt adds a slight sweetness you might mistake for honey.,1058,1
Orchard White,5.7,0,"Orchard White is an unfiltered, bottle conditioned Belgian-style witbier. This hazy, straw yellow beer is spiced with coriander, citrus peel and lavender added to the boil and whirlpool. A spicy, fruity yeast strain is used to add complexity, and rolled oats are added for a silky texture.",1246,5
Black Orchard,5.7,0,"Black Orchard is an unfiltered, bottle conditioned Belgian-style black wheat beer, or Ã¢â‚¬Å“black witÃ¢â‚¬Â, if you will. This dark but surprisingly light bodied beer is very drinkable while still having character and complexity. Chamomile is added for its floral aroma, while the coriander and citrus peel give the characteristics of a traditional witbier.",1246,-1
Saison Rue,8.5,0,"Saison Rue is an unfiltered, bottle conditioned, Belgian/French-style farmhouse ale. This is a beer of subtlety and complexity, with malted rye, spicy, fruity yeast notes, biscuit-like malt backbone, and a slight citrus hop character. With age, this beer will dry out and will become more complex with rustic notes of leather and earth from the contribution of a wild yeast strain. Being a Saison, Saison Rue is ambiguous unto itself as it is a different beer when fresh and when aged. We hope you enjoy it in all of its incarnations.",1246,5
Saison De Lente,6.5,0,"Our Spring Saison is light blonde in color with a fresh hoppiness and a wild and rustic Brettanomyces character. Lighter in color and alcohol than our Saison Rue, yet equally complex in its own way. Perfect for warmer weather and Spring celebrations.",1246,5
Trade Winds Tripel,8,0,"Our Summer seasonal, Trade Winds Tripel is a Belgian-style Golden Ale with a Southeast Asian twist. Instead of using candi sugar (typical for such a beer), we use rice in the mash to lighten the body and increase the gravity, and spice with Thai Basil. The result is an aromatic, digestible and complex beer made for a lazy summer evening.",1246,5
Autumn Maple,10,0,"Brewed with 17 lbs. of yams per barrel (in other words, a lot of yams!), this autumn seasonal is a different take on the Ã¢â‚¬Å“pumpkinÃ¢â‚¬Â beer style. Brewed with cinnamon, nutmeg, allspice, vanilla, molasses, and maple syrup, and fermented with our traditional Belgian yeast strain, this bold and spicy beer is perfect on a cold autumn evening.",1246,11
Partridge In A Pear Tree,12,0,"Our holiday beer is a Belgian-style Dark Strong Ale, brewed with our brewery-made dark candi sugar, Munich and Vienna malts. Dark brown in color, fruity and complex with a rich malt backbone. This is a simple yet immensely complex beer meant to be savored and shared with friends and family.",1246,5
Scratch #19 2009 Imperial Double Expresso Oatmeal Stout,9.5,0,"Every beer tells a story, and some are longer than others.
Consider Scratch #19; originally designed as an enhanced take on Scratch #15 with a slightly higher ABV, our brewers went to town to deliver a brew slightly more akin to our fabled Scratch #5, the Imperial Oatmeal Stout brewed for The Flying Mouflan Experience.
For Scratch #19, we teamed up with St. Thomas Roasters of Linglestown to create a special blend of espresso beans. They added Kenyan beans to the mix because of a strong citrus flavor that compliments the hops. Creating en environment akin a French press, the beans are combined with whole flower hops in the hopback, and the hot wort passes through the vessel on the way to fermentation giving Scratch #19 a lush coffee espresso nose and hints of coffee flavor. There is a silky quality to the mouthfeel and a citrus hop finsh coming from the Kenyan beans and hops.
Some stories have twists, and unfortunately a faulty valve in the fermentation cellar led to a dramatic beer tragedy one afternoon in the brewery. Risking life and limb (while keeping his mouth open to sample the beer), a heroic brewery team member took the dive reconnecting the valve and saving about half the batch of Scratch #19.
So for your amusement (and our final relief), we give you a draft-only release of a third-take on a style that demands continued research for the Troegs Brewery staff. Enjoy!",1286,1
Newport Storm Hurricane Amber Ale,5.2,0,"The first offering from the Coastal Extreme Brewing Company blends some of the world's finest ingredients into a delightful beer. In producing our amber ale, we selected the highest quality European and American malts and hops. This ale has a malt character which is delicately balanced with its hop profile so that consumers of all levels enjoy drinking it. Hurricane Amber Ale is a full flavored beer which clearly has more taste than other domestic and imported light beers while at the same time does not overpower the drinker with heavy body or excessive bitterness. So find yourself a cold 'Hurricane' and ENJOY!",405,3
Meantime Coffee,6,0,"Whilst we wouldnÃ¢â‚¬â„¢t recommend having this at breakfast with your bacon and eggs, our Coffee Beer is made with real coffee and has a caffeine hit to match. The natural flavours of the beans selected and hand roasted by our friends at the Union Coffee Roasters go well with the roast barley in the beer to give a silky-smooth drink with distinct chocolate and vanilla notes. 
Our first formulation of this beer was the first UK brewed beer to carry the Fairtrade logo, and, although we have reformulated it to create an even better blend of malt and roast coffee flavours, we can no longer get enough coffee in each bottle to qualify for Fairtrade status. However we are still using the same Faitrade Araba Bourbon beans from RwandaÃ¢â‚¬â„¢s Abuhuzamugambi Bakawa Co-operative.
At the Meantime Brewing Co we love flavour, so it wasnÃ¢â‚¬â„¢t exactly difficult for us to see how the scents and aromas of coffee and barley would create a perfect match like just like mint and lamb, toffee and banana, peaches and cream, peanut butter and jam. Serve lightly chilled with as many chocolate truffles as your conscience allows.
Each serving is equal to one cup of coffee",844,2
Baltika #5,5.3,0,,999,8
Baltika #8,5,0,,999,11
Baltika #9,8,0,,999,8
Ruben & The Jets,8.6,0,This Ale is Brewed in Honor of the 40th Anniversary Release of this Album.,765,3
Old Faithful Ale,0,0,"ur Old Faithful Ale is a Pale Golden Ale with a crisp body and light malt sweetness. We cold condition this ale to give it a pleasantly smooth character and dry palate. The Willamette and imported UK Goldings hops give this beer a light floral hop aroma, making it exceptionally easy to drink.",594,3
Cottonwood Endo India Pale Ale,5.9,0,This brew is a favorite for those who love hops! This medium copper-colored ale is dry hopped for a strong hop nose with medium malt overtones and hint of caramel that blend for one great tasting beer!,349,3
Olde Buzzard Lager,5,0,"Our Lager (Dortmund-style) is brewed with pale, Munich and Vienna malts and is moderately hopped with Hallertauer hops. Dortmund is an industrial, steel-making town and its lagers are hearty, easy drinking brewskies. The hops balance the malt but not overtly so. A great brew for the end of a hard day at work. Winner of the Gold Medal for Best European Style Pilsner at the 2000 Great American Beer Festival , Gold Medal at the 5th and 6th Great International Beer Festival, Silver Medals at the 7th Great International Beer Festival and 9th Great International Beer Festival, and Bronze Medal at the 8th Great International Beer Festival and 11th Great International Beer Festival!",325,8
Second Street IPA,6,0,,1127,3
South Hampton IPA,6.2,0,,1170,3
Bittersweet Lenny R.I.P.A.,10,0,"Ladies and Gentlemen, Shmaltz Brewing Co. is proud to introduce Bittersweet Lenny's R.I.P.A. Brewed with an obscene amount of malts and hops. Shocking flavors - far beyond contemporary community standards. We cooked up the straight dope for the growing minions of our nation's Radical Beer junkies. Judges may not be able to define \Radical Beer",1137,3
